AppID,Name,Number of languages,Languages
449040,Jesus Christ RPG Trilogy,1.0,['English']
219830,King Arthur's Gold,3.0,"['English', 'French', 'Russian']"
1554600,Wife Quest,7.0,"['English', 'Portuguese-Brazil', 'German', 'Japanese', 'TraditionalChinese', 'French', 'Spanish-Spain']"
720030,Indecision.,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Turkish']"
415920,Voidspire Tactics,1.0,['English']
240340,Space Ace,5.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain']"
726000,No King No Kingdom,26.0,"['English', 'Japanese', 'Russian', 'Ukrainian', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Czech', 'Dutch', 'Greek', 'Norwegian', 'Portuguese', 'Romanian', 'SimplifiedChinese', 'Thai', 'TraditionalChinese', 'Turkish', 'Bulgarian', 'Danish', 'Finnish', 'Hungarian', 'Korean', 'Polish', 'Swedish']"
651670,Star Renegades,10.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'SimplifiedChinese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Japanese']"
1011420,Bus Mechanic Simulator,6.0,"['English', 'German', 'French', 'Spanish-Spain', 'Polish', 'Portuguese']"
1753100,èˆ”ç‹—æ¨¡æ‹Ÿå™¨,1.0,['SimplifiedChinese']
1554970,Rogue Spirit,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
700170,Deserving Life,7.0,"['English', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Bulgarian', 'Danish', 'Czech']"
798590,Elven Love,1.0,['English']
113420,Fallen Earth Classic,1.0,['English']
454540,LuckCatchers,8.0,"['English', 'Russian', 'Spanish-Spain', 'French', 'Italian', 'German', 'Portuguese-Brazil', 'SimplifiedChinese']"
1222370,Necromunda: Hired Gun,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
760640,Tennis Elbow 4,3.0,"['English', 'French', 'German']"
22380,Fallout: New Vegas,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
529780,Disturbed,8.0,"['English', 'Spanish-Spain', 'Russian', 'German', 'Ukrainian', 'Italian', 'French', 'Portuguese']"
499230,SurvHive,1.0,['English']
450390,The Lab,21.0,"['English', 'French', 'German', 'Czech', 'Finnish', 'Hungarian', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Ukrainian', 'Bulgarian', 'Swedish', 'Italian', 'Japanese', 'Spanish-Spain', 'Danish', 'Korean', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Turkish']"
463150,BARRIER X,1.0,['English']
514700,Mystery Case FilesÂ®: 13th Skullâ„¢ Collector's Edition,1.0,['English']
514920,Crash Wheels,1.0,['English']
574180,Remnants,9.0,"['English', 'Danish', 'Russian', 'Spanish-Spain', 'Turkish', 'Ukrainian', 'French', 'Portuguese-Brazil', 'SimplifiedChinese']"
643900,Alvora Tactics,1.0,['English']
352950,Better Late Than DEAD,13.0,"['English', 'Portuguese-Brazil', 'Italian', 'German', 'Hungarian', 'Romanian', 'Spanish-Spain', 'Dutch', 'Russian', 'SimplifiedChinese', 'Thai', 'French', 'Greek']"
385800,NEKOPARA Vol. 0,3.0,"['English', 'Japanese', 'TraditionalChinese']"
978460,Emily is Away <3,1.0,['English']
697930,Brutal Runner,1.0,['English']
644670,DEUS VULT | Online VR sword fighting,1.0,['English']
710920,Darksiders Genesis,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
1190000,Car Mechanic Simulator 2021,17.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'Japanese', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Russian', 'Korean', 'Turkish', 'Czech', 'Romanian', 'Arabic', 'Hungarian']"
1455840,Dorfromantik,20.0,"['English', 'German', 'French', 'Italian', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'TraditionalChinese', 'Polish', 'Swedish', 'Spanish-Spain', 'Turkish', 'Arabic', 'Dutch', 'Hungarian', 'Japanese', 'Norwegian', 'Portuguese', 'Ukrainian']"
1253190,"Warhammer 40,000: Dakka Squadron - Flyboyz Edition",1.0,['English']
1241700,There Is No Game: Jam Edition 2015,2.0,"['English', 'French']"
951440,Volcanoids,11.0,"['English', 'French', 'German', 'Spanish-Spain', 'Czech', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Italian', 'Polish']"
1237870,Boss Rush: Mythology,5.0,"['English', 'Russian', 'Turkish', 'TraditionalChinese', 'SimplifiedChinese']"
216210,Secret Files 3,2.0,"['English', 'German']"
464340,Syberia 3,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'TraditionalChinese', 'Korean', 'Dutch', 'Polish', 'Russian']"
1147970,Abode 2,1.0,['English']
17100,Children of the Nile: Enhanced Edition,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
554290,Himawari - The Sunflower -,2.0,"['English', 'SimplifiedChinese']"
302750,The Counting Kingdom,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
1213230,Rain on Your Parade,11.0,"['English', 'French', 'Spanish-Spain', 'Japanese', 'Korean', 'SimplifiedChinese', 'German', 'Polish', 'Russian', 'Portuguese-Brazil', 'TraditionalChinese']"
1061090,Jump King,10.0,"['English', 'SimplifiedChinese', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'Spanish-LatinAmerica', 'Japanese', 'TraditionalChinese']"
1112340,The Dreadful Whispers,1.0,['English']
1021770,Wanba Warriors,7.0,"['English', 'SimplifiedChinese', 'Japanese', 'TraditionalChinese', 'Russian', 'Spanish-Spain', 'Spanish-LatinAmerica']"
420070,Kill The Plumber,1.0,['English']
494720,Morphblade,1.0,['English']
503620,Fictorum,1.0,['English']
1114220,Gedonia,2.0,"['English', 'Russian']"
490890,Ne no Kami: The Two Princess Knights of Kyoto,2.0,"['English', 'SimplifiedChinese']"
1707650,Swords and Sandals Immortals,4.0,"['English', 'Spanish-LatinAmerica', 'French', 'Polish']"
849740,Love Esquire - RPG/Dating Sim/Visual Novel,5.0,"['English', 'German', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
383180,Dead Island: Riptide Definitive Edition,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Czech', 'Polish', 'Russian']"
355530,Last Word,1.0,['English']
458730,Conception II: Children of the Seven Stars,2.0,"['English', 'Japanese']"
549080,Tank Warfare: Tunisia 1943,2.0,"['English', 'Russian']"
1426730,The Immortal Mayor,2.0,"['SimplifiedChinese', 'English']"
356190,Middle-earthâ„¢: Shadow of Warâ„¢,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Polish', 'Portuguese-Brazil', 'Russian', 'Arabic', 'Korean', 'SimplifiedChinese', 'TraditionalChinese']"
775940,Rise of Liberty,25.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'SimplifiedChinese', 'Swedish', 'Thai', 'TraditionalChinese', 'Turkish', 'Ukrainian']"
392000,TRON RUN/r,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil']"
1001980,Archeo: Shinar,1.0,['English']
300300,Ichi,1.0,['English']
471550,Nine Parchments,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Russian', 'SimplifiedChinese']"
1724910,å¹»æƒ³æ›¹æ“ä¼  Fantasy of Caocao,1.0,['SimplifiedChinese']
913740,WORLD OF HORROR,1.0,['English']
642830,Milanoir,7.0,"['English', 'French', 'Italian', 'German', 'Russian', 'SimplifiedChinese', 'Japanese']"
707010,Will To Live Online,4.0,"['English', 'Russian', 'German', 'SimplifiedChinese']"
1140890,Morbid: The Seven Acolytes,9.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'Japanese', 'SimplifiedChinese', 'Korean', 'TraditionalChinese']"
1577320,Somewhere in the Shadow,1.0,['English']
580720,Carrier Deck,1.0,['English']
517670,Cowbots and Aliens,1.0,['English']
712000,Elder Chaos,2.0,"['English', 'SimplifiedChinese']"
421040,Plantera,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese', 'Swedish', 'Russian', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese', 'Korean']"
289340,Freight Tycoon Inc.,7.0,"['English', 'German', 'Russian', 'French', 'TraditionalChinese', 'Japanese', 'Czech']"
1233550,Rocket Arena,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
365960,rFactor 2,1.0,['English']
1388650,League Of Enthusiastic Losers,2.0,"['English', 'Russian']"
223330,Sea Dogs: To Each His Own - Pirate Open World RPG,2.0,"['Russian', 'English']"
1257810,I'm on Observation Duty 2: Timothy's Revenge,3.0,"['English', 'Spanish-Spain', 'Spanish-LatinAmerica']"
386070,Planetary Annihilation: TITANS,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese', 'Korean', 'Russian', 'Polish', 'Dutch']"
1207650,Suzerain,1.0,['English']
694060,Ignis Universia: Eternal Sisters Saga DX,7.0,"['English', 'Spanish-Spain', 'Japanese', 'Portuguese-Brazil', 'German', 'Russian', 'Turkish']"
330830,Tales from the Borderlands,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil']"
1315210,Ikai,7.0,"['English', 'Spanish-Spain', 'French', 'Italian', 'German', 'Japanese', 'TraditionalChinese']"
21680,Bionic Commando: Rearmed,6.0,"['English', 'French', 'Spanish-Spain', 'Italian', 'Japanese', 'German']"
765880,The Occupation,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Korean', 'Polish', 'Russian']"
305960,Dragon: The Game,1.0,['English']
744420,Adventures Of Pipi,2.0,"['English', 'Russian']"
227480,God Mode,6.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Russian']"
4000,Garry's Mod,25.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Swedish', 'Thai', 'TraditionalChinese', 'Turkish', 'Ukrainian']"
1078320,Public Defense Corp,3.0,"['English', 'Japanese', 'SimplifiedChinese']"
231060,Ragnarok Online 2,3.0,"['English', 'Portuguese-Brazil', 'TraditionalChinese']"
1089630,å¥‡è¿¹ä¸€åˆ» Surmount,1.0,['SimplifiedChinese']
1597400,LOST EGG 2: Be together,2.0,"['English', 'Japanese']"
1592670,Soda Crisis,8.0,"['SimplifiedChinese', 'English', 'French', 'German', 'Russian', 'Japanese', 'Spanish-LatinAmerica', 'TraditionalChinese']"
513710,SCUM,14.0,"['English', 'German', 'Russian', 'SimplifiedChinese', 'French', 'Spanish-Spain', 'Portuguese-Brazil', 'Spanish-LatinAmerica', 'TraditionalChinese', 'Korean', 'Turkish', 'Japanese', 'Thai', 'Polish']"
1530,Multiwinia,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
1366720,Vidiot Game,1.0,['English']
644290,MEMORIES OF MARS,7.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'SimplifiedChinese']"
996080,King's League II,15.0,"['English', 'SimplifiedChinese', 'TraditionalChinese', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Portuguese', 'Portuguese-Brazil', 'Russian', 'Turkish']"
1381530,Mess Adventures,5.0,"['English', 'SimplifiedChinese', 'Russian', 'Japanese', 'Korean']"
1399670,Instant Farmer - Logic Puzzle,1.0,['English']
353540,Stephen's Sausage Roll,1.0,['English']
749800,PixelJunkâ„¢ Monsters 2,7.0,"['English', 'TraditionalChinese', 'Japanese', 'French', 'Italian', 'German', 'Spanish-Spain']"
1702260,DEADCRAFT,7.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese']"
1464380,Eclipse,2.0,"['English', 'Russian']"
1693000,Within the Range,2.0,"['SimplifiedChinese', 'English']"
1113680,Hentai Girl Division,2.0,"['English', 'SimplifiedChinese']"
71250,Sonic Adventure DX,5.0,"['English', 'French', 'German', 'Japanese', 'Spanish-Spain']"
585910,Wild Guns Reloaded,2.0,"['English', 'Japanese']"
470220,UNO,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese', 'Dutch', 'Portuguese-Brazil']"
681730,Nowhere Prophet,5.0,"['English', 'German', 'SimplifiedChinese', 'French', 'Spanish-Spain']"
501020,Super Pixel Racers,10.0,"['English', 'Japanese', 'Korean', 'SimplifiedChinese', 'TraditionalChinese', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian']"
1093330,Conscious Existence - A Journey Within,1.0,['English']
589590,Kindergarten,2.0,"['English', 'Spanish-Spain']"
1036910,â‚¬100,29.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Bulgarian', 'Portuguese-Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish-LatinAmerica', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']"
356670,Spooky's Jump Scare Mansion,1.0,['English']
979310,Disjunction,9.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese']"
394690,Tower Unite,1.0,['English']
444180,Techwars Online,7.0,"['English', 'Russian', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'Portuguese', 'Portuguese-Brazil']"
1640720,WTF Is Wrong With You?,1.0,['English']
338760,Death Ray Manta SE,1.0,['English']
1203220,NARAKA: BLADEPOINT,13.0,"['English', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese', 'Korean', 'French', 'German', 'Spanish-Spain', 'Russian', 'Turkish', 'Portuguese', 'Vietnamese', 'Thai']"
241410,CastleStorm,8.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Hungarian', 'Japanese', 'Russian']"
933060,Hentai Weed PuZZles,1.0,['English']
278440,0RBITALIS,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'Portuguese-Brazil']"
1062000,Starmancer,1.0,['English']
11040,Sherlock Holmes - Nemesis,5.0,"['English', 'French', 'Italian', 'German', 'Russian']"
1516820,æ˜¥ç§‹,1.0,['SimplifiedChinese']
265590,The Red Solstice,1.0,['English']
495140,NARUTO: Ultimate Ninja STORM,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
840370,Someday You'll Return,2.0,"['English', 'Czech']"
473450,The Narrator Is a DICK,1.0,['English']
1508750,Xuan-Yuan Sword: Dance of the Maple Leaves,1.0,['TraditionalChinese']
378750,Sayonara Umihara Kawase,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Portuguese-Brazil', 'Russian']"
1410840,Crystal Call,3.0,"['English', 'SimplifiedChinese', 'Spanish-LatinAmerica']"
388750,BlazBlue: Chronophantasma Extend,5.0,"['English', 'Japanese', 'Korean', 'SimplifiedChinese', 'TraditionalChinese']"
335790,Words for Evil,1.0,['English']
302790,Momodora III,1.0,['English']
527230,For The King,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'Polish', 'Japanese', 'Korean']"
1103770,Super Arcade Racing,2.0,"['English', 'Italian']"
1342330,Mad Games Tycoon 2,16.0,"['English', 'German', 'SimplifiedChinese', 'Turkish', 'French', 'Spanish-Spain', 'Portuguese-Brazil', 'Hungarian', 'TraditionalChinese', 'Russian', 'Polish', 'Czech', 'Arabic', 'Italian', 'Romanian', 'Japanese']"
805870,Do you know de way,1.0,['English']
900010,Meeple Station,2.0,"['English', 'SimplifiedChinese']"
279070,9th Dawn II,1.0,['English']
511740,Gal*Gun: Double Peace,2.0,"['English', 'Japanese']"
296770,Real Boxingâ„¢,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
1189780,Wallachia: Reign of Dracula,5.0,"['English', 'French', 'Italian', 'Spanish-Spain', 'Portuguese-Brazil']"
363360,Interstellar Rift,7.0,"['English', 'German', 'Russian', 'SimplifiedChinese', 'French', 'Spanish-Spain', 'Japanese']"
1316390,Thermo Sudoku,1.0,['English']
462620,Pocket Kingdom,5.0,"['English', 'Russian', 'SimplifiedChinese', 'German', 'Ukrainian']"
461730,Blaite,2.0,"['English', 'Spanish-Spain']"
1389550,Mind Scanners,7.0,"['English', 'French', 'German', 'Danish', 'Russian', 'SimplifiedChinese', 'Polish']"
266490,Lili: Child of Geos - Complete Edition,1.0,['English']
94200,Jamestown,1.0,['English']
1122690,Last Stop,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'Turkish']"
536890,Glittermitten Grove,1.0,['English']
765030,æ¨±é›ªé›†ï½žYuyuko's Butterfly Dream,2.0,"['SimplifiedChinese', 'Japanese']"
1146940,I will eat you,19.0,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish-Spain', 'Norwegian', 'Polish', 'Turkish', 'Finnish', 'Swedish', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Japanese', 'Ukrainian', 'Czech', 'Portuguese', 'Arabic']"
577940,Killer Instinct,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Portuguese-Brazil', 'Russian']"
319320,Time Mysteries 3: The Final Enigma,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
422760,Ocean Rift,1.0,['English']
756190,Sky Road,2.0,"['English', 'Russian']"
408000,Cinderella Escape! R12,3.0,"['English', 'Japanese', 'TraditionalChinese']"
423610,Where's My Mommy?,1.0,['English']
899970,NEKOPARA Extra,3.0,"['English', 'Japanese', 'TraditionalChinese']"
1316800,Destropolis,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'Japanese', 'Portuguese', 'Russian', 'Polish']"
623080,planetarian HD,6.0,"['SimplifiedChinese', 'German', 'TraditionalChinese', 'French', 'Spanish-Spain', 'Spanish-LatinAmerica']"
821640,Floor Kids,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Portuguese', 'Russian', 'Korean', 'Portuguese-Brazil', 'SimplifiedChinese']"
763890,Wildermyth,2.0,"['English', 'SimplifiedChinese']"
589780,The Red Strings Club,9.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
1262540,Need for Speedâ„¢,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Polish', 'Russian', 'TraditionalChinese']"
1728660,Rush Rally Origins,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
490230,SWARMRIDERS,1.0,['English']
628890,NOBUNAGA'S AMBITION: Taishi,3.0,"['Japanese', 'TraditionalChinese', 'English']"
885640,Lynne,5.0,"['English', 'Russian', 'Portuguese-Brazil', 'German', 'French']"
1111620,Gloomy Eyes,7.0,"['English', 'French', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'Korean', 'Japanese']"
581660,Super Meat Boy Forever,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Japanese', 'Korean', 'Russian', 'SimplifiedChinese']"
1310510,Handy Harry's Haunted House Services,1.0,['English']
871100,Animyst,1.0,['English']
279260,Richard & Alice,1.0,['English']
31290,Back to the Future: The Game,2.0,"['English', 'German']"
678850,Uurnog Uurnlimited,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Portuguese-Brazil', 'SimplifiedChinese', 'Swedish', 'Russian', 'TraditionalChinese']"
1282200,The Test: Hypothesis Rising,1.0,['English']
793460,112 Operator,10.0,"['English', 'French', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'SimplifiedChinese', 'Korean', 'Japanese', 'Portuguese-Brazil']"
